Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),Smoking (deaths),Secondhand smoke (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),No access to handwashing facility (deaths),Poor sanitation (deaths),Unsafe water source (deaths),Unsafe sex (deaths),Low physical activity (deaths),Diet low in vegetables (deaths),Diet low in fruits (deaths),High cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths),High body-mass index (obesity) (deaths)
Azerbaijan,AZE,1995,0.0350749007973,28.6280900443,32.1048466623,31.7719123426,1047.43230167,698.228133742,1255.49940824,1397.57683046,8.41777098642,4.57925436304,4.12034127076,27.0127678101,974.176304062,1261.39130674,1138.38352499,2924.17395934,6581.16869241,1546.50172766,1430.9643871
Azerbaijan,AZE,2000,0.044767186804,26.2195102612,69.2576366758,185.627820447,1483.8724228,854.393848011,1137.65356802,1860.04880742,12.1239217511,5.72127120259,5.28382926296,34.7860643328,1258.41147061,1425.18117605,1713.04872258,3695.71371252,8707.76751392,2160.91609022,1961.00335902
Azerbaijan,AZE,2005,0.0542790161423,34.6951510236,125.751314272,532.096487392,2068.51998162,1084.36567608,961.855637642,2304.07207475,14.2542960037,4.4987067199,4.44127172272,46.4903516577,1606.09307012,1273.27201708,2281.41630758,4594.33035098,11392.3557368,3135.02616995,2894.40049549
Azerbaijan,AZE,2006,0.0544968289821,36.5600016659,136.955964082,640.080294541,2231.61443097,1141.9208579,919.768324948,2454.86398162,14.1102263849,3.98912327551,4.00425638947,48.172288264,1678.20052265,1186.89369988,2337.43650929,4804.57864558,11921.8029825,3321.94820353,3122.38430391
Azerbaijan,AZE,2010,0.0667598833871,47.5811896463,184.327933078,965.172604215,2745.4248769,1534.69811194,983.879760447,3194.64823536,12.7934513265,2.77194495063,2.89603879968,55.8892443205,2124.67014017,992.122553309,2507.07876145,6212.32783355,14532.8783103,4206.6287507,4344.49775582
Azerbaijan,AZE,2016,0.0684188733875,47.1812161506,189.437265297,770.574257499,2370.39118612,1364.46577075,779.752417175,3017.18829172,9.11109863296,2.17310643858,2.26319510955,41.0192699485,2048.31456166,799.751679612,1879.20199669,6155.92918984,12916.3448884,3868.55518874,3918.52486306
Bahamas,BHS,1990,0.00155744621173,2.96031054308,0.903390814432,34.4924770306,24.733254486,5.48959160162,5.76597740635,24.8096639997,1.46776181384,0.434260340491,0.808347968713,4.40376529998,19.8842977733,10.9598047447,8.9043870187,43.878915058,143.996571059,78.8244434472,49.0563031711
Bahamas,BHS,1995,0.00162138534911,3.37029761161,1.37869845353,33.3760857302,29.0275179203,7.11669323011,5.27243204532,27.9060316756,1.59143455973,0.42328066284,0.881871400863,5.05205486986,23.2732123582,14.428293419,8.16827779277,50.6263569715,165.147885206,105.121513811,57.2987368253
Bahamas,BHS,2000,0.00181425840589,4.74190966589,2.09262396127,31.9452718432,33.0611307581,8.53136265416,4.86398926156,31.6840104568,1.67653347236,0.325210956657,0.771367712399,7.92161173092,27.14875442,17.8216755862,4.00149836298,59.7314650422,202.660860396,135.124087,76.2617972725
Bahamas,BHS,2005,0.00472107077573,5.769040109,2.76215512664,32.7988867814,35.5584109053,9.04007152239,4.61054961457,34.0148358806,1.87559989894,0.295111084812,0.667361065636,8.0181743893,28.9225765281,19.5819223425,2.94828041891,61.9786150664,236.665949879,153.870116677,88.8600379462
Bahamas,BHS,2006,0.00443907704753,5.89849095749,2.87170376873,32.6086533592,35.4998734002,9.45486918179,4.45830502941,32.8331576165,1.90684122067,0.299327089464,0.672431961542,8.19867690018,29.0236678856,19.8411162596,2.8809534779,62.2628050156,237.454435079,154.338288796,88.6951666171
Bahamas,BHS,2010,0.0093875309498,7.11148906504,3.7078724883,36.950216842,39.1624559389,11.3136274204,4.65915006674,32.3997263988,2.26251839684,0.335898602075,0.740804349212,9.27458111751,33.493920641,23.6285067172,3.55935594498,71.766466099,283.706516683,171.514250199,104.293048712
Bahamas,BHS,2016,0.00581962270742,9.2942887125,6.01794099923,44.292235548,50.3277238686,15.3660022749,5.19084761541,46.3085346176,3.15450294171,0.494086761091,1.06732203094,12.2251158317,46.7299500143,33.4861407442,5.66667616208,100.821188682,394.52468967,230.44956158,145.650818316
Bahrain,BHR,1990,0.000950442438301,3.3453907453,0.403747918469,14.1664190285,99.6689159628,14.7365370243,14.4161899258,70.4524559101,0.871048601158,1.11920030788,1.93002215501,1.08087908154,38.8139256417,11.4149656188,20.9486377762,98.9959808794,191.645916181,204.250935996,96.8130637414
Bahrain,BHR,1995,0.00142721389973,4.67974680936,0.719302457969,14.7190932482,115.719484194,19.9047533043,10.628803668,84.6548285537,0.925833469175,0.942397402117,1.9663986317,1.46057936446,46.9997913549,12.4523546199,24.9276503153,116.957387605,229.895442931,274.506382069,140.474621256
Bahrain,BHR,2000,0.00158736032247,5.67406330816,0.841277524584,9.62342005349,103.018989622,22.3886493438,7.91240406567,83.8888008158,1.01749610814,0.783557995509,1.83917878971,1.63712824006,46.8715899781,11.5417737396,24.233339679,113.690413012,224.827131996,291.324796612,158.286460603
Bahrain,BHR,2005,0.00168011180219,5.12796543076,0.975806178174,7.11921909475,109.621496753,26.3549703763,4.23403527346,82.9757433558,1.21546632765,0.670602955135,1.74715931225,1.60271122814,48.2888269881,11.1544376182,24.2770811872,114.440897995,229.913626384,338.329348168,190.870540767
Bahrain,BHR,2006,0.00170193949812,5.51749902634,1.00705182513,6.87779209831,110.681008163,27.2584261823,3.91239062618,84.9078919516,1.25142866693,0.652176303466,1.71587551635,1.58790700307,48.4862053925,10.9762942814,24.3552780959,113.773379378,230.033186121,350.146274246,197.580886608
Bahrain,BHR,2010,0.00211856051651,5.42128615969,1.18879517961,4.56296027649,108.329365327,30.1589716279,2.93319556718,92.2946769539,1.34721204394,0.638663503623,1.77463110391,1.797949035,50.9535132977,11.4190404314,25.342236862,115.899098932,237.324356647,395.64184139,227.161766329
Bahrain,BHR,2016,0.00381047946248,6.69782431348,1.81592407547,5.54382660051,118.942701004,34.7964359109,2.17669419222,110.951877731,1.54800014772,0.709233416047,2.09087695805,1.973073241,59.6656814666,12.7644248486,28.9438981288,132.963464582,275.133068225,486.56873052,284.900690674
Bangladesh,BGD,1990,22.756674231,969.351265168,51.5705751341,902.831849847,25337.7880656,2716.84042132,24100.9176604,16147.0296558,10588.1181286,16477.5693752,18947.9634493,1110.53655165,3220.4168096,5463.37829817,9006.8878522,5017.0697947,24208.2305028,12057.1975633,1355.08556045
Bangladesh,BGD,1995,18.095854477,1156.15658154,63.7379210778,1101.69140439,29048.0830195,3002.22124495,27648.5381851,19192.2758043,9892.54294815,15005.1981483,17385.9921205,1118.02394227,4010.60041575,6550.43903592,11161.3166028,6082.24923636,29293.5148904,17555.5026015,1735.53943552
Bangladesh,BGD,2000,18.5542794309,1439.13052974,79.5558938484,1376.69911341,34255.7085346,3798.98609438,33119.1887148,23880.5232327,9188.28379302,13550.3489289,15861.3556605,819.344016537,5746.87118099,8856.57395162,14894.6200017,8718.57323064,38963.0267435,26028.437708,2745.4801585
Bangladesh,BGD,2005,38.7578626144,2158.29734003,93.9190838496,1814.07786082,34981.9195767,5530.42193633,39883.4068447,32345.7273288,9314.69376859,13450.5048602,16001.187253,541.087747982,8877.41199735,12851.3552206,19581.8477532,14222.5402599,54422.3857349,35236.6348769,4854.25082079
Bangladesh,BGD,2006,40.708789613,2244.35428942,97.1329933501,1896.00706336,37363.6099544,5690.63628467,41558.4420913,34037.2554231,9356.56140989,13422.7775702,16046.321715,530.477039371,9447.64595422,13569.5861512,20352.1999461,15347.052279,57406.3176511,35864.1526678,5204.78779912
Bangladesh,BGD,2010,49.9057163441,2622.29021859,110.319699402,2304.90297652,46996.3380536,6448.39864252,45985.4167123,39422.5996839,8930.35452996,12322.5027967,15125.832522,524.652820016,11216.3763036,15494.2116915,22010.4989534,19415.2562794,67284.3866593,41350.13303,6345.36764079
Bangladesh,BGD,2016,64.7469222821,3011.37664121,133.751893592,3148.22962312,67564.8803118,7905.06457336,49470.4125662,50147.7269666,8282.4193421,10695.5378602,13816.3843673,523.082134189,12635.5958196,16855.1517593,23395.6299295,23605.6807639,76741.6516868,53851.799886,8726.5494071
Barbados,BRB,1990,0.00352616899582,6.27149013438,1.59270749021,46.6771592422,37.91767435,11.4758456021,0.861557699676,75.3654299005,4.18066918841,1.72363532756,2.46319310109,15.7568987472,68.6010813659,65.5846231549,65.232049618,145.958858461,388.059840051,353.544176648,161.792144475
Barbados,BRB,1995,0.00338310358374,6.89171858345,2.31291748553,41.6451250938,40.8317485422,13.1051027234,0.631529042753,78.3537556099,4.60011975916,1.51493647331,2.42631981011,15.9384897889,70.7604514745,64.2856073226,66.1081982455,144.963380699,399.13931214,404.012932768,170.845460205
Barbados,BRB,2000,0.00321629529454,7.58795022005,3.00688465791,36.7789421869,35.1161236661,12.9531016558,0.421186554228,68.1432866021,5.17574331533,0.998633390939,1.7077377434,14.0480723388,54.8093761295,48.0623209961,48.989913511,110.793719425,336.861517745,366.623270595,165.514363626
Barbados,BRB,2005,0.0036573242612,8.16681730108,3.57325108251,38.1155486585,31.2677575469,12.4736402791,0.268387460172,59.0914882953,5.68142899857,0.71994866809,1.25464384942,10.335115809,48.556829099,40.0900161981,39.5539865334,93.8379899001,301.076307517,343.228496369,162.514093286
Barbados,BRB,2006,0.00552933852302,8.13840389731,3.65095969459,39.1411990953,31.1826587977,12.3223932204,0.245869503037,57.7834085,5.68666715354,0.702671575636,1.23353669833,10.1862985551,48.2770771247,39.7381211591,38.5619809271,92.826147211,299.386107602,342.747377429,163.203048118
Barbados,BRB,2010,0.00892167175545,8.20365175006,4.18150394915,43.4893390198,27.8399273784,11.2641394931,0.178696542328,51.7774192758,5.67627096107,0.640377345126,1.15415424752,10.078425223,46.5995047418,37.3546147012,35.2043572705,87.7518804611,296.547328493,324.537884689,160.424813199
Barbados,BRB,2016,0.0107868028181,9.02420848364,5.71121256597,53.8932222469,32.7181705706,13.3020835263,0.143916506746,68.0197718245,6.40926223158,0.710493984244,1.31478016883,11.6674405937,54.0872681804,44.1091784893,42.6793730271,102.546449441,351.758551903,371.140105984,189.666567634
Belarus,BLR,1990,0.184767915817,166.85480246,64.3998433773,2319.08516779,5214.28748321,1806.98426166,871.4822414,6067.20034956,8.73680838962,4.73710537665,5.88669601952,172.522587255,4076.63368754,4186.09660256,4780.47698024,14094.3105424,23268.251367,5323.06610496,6918.9333616
Belarus,BLR,1995,0.181485290937,199.619024793,78.9741098951,2706.00159889,6277.01018774,1737.04473622,764.436424193,6182.4648864,9.00212369873,5.11889808806,6.59605608677,216.859839439,4858.81268014,5027.86993927,5919.63333341,16642.4120954,27710.0468328,6371.85005084,8500.9866395
Belarus,BLR,2000,0.171228638656,227.462011334,104.93077923,3244.0036698,7216.97832328,1700.53296667,580.644921659,6398.42770454,7.67070001735,4.1883510717,5.31939964297,225.86084543,5264.19285417,5448.39773021,6750.54430169,17671.8070012,30768.4990023,7012.22538056,9836.22770416
Belarus,BLR,2005,0.10687057906,275.705386855,134.208392453,3706.59680656,7025.37875041,1824.27919648,424.389431075,6528.36235746,5.53885024653,2.3753478769,2.89406373647,230.210938891,5709.20052263,5151.09443654,6725.65713677,19208.7287928,33372.3494538,7541.87317004,10593.526637
Belarus,BLR,2006,0.102576473803,284.425396364,139.518104664,3804.78020821,6834.67903224,1775.1313006,373.681876819,6516.10744812,5.21460936749,2.20235130752,2.67188145945,225.716047511,5705.65516237,4939.37221015,6565.46296118,19258.2266125,33324.130463,7571.94626786,10633.1178075
Belarus,BLR,2010,0.0945577747884,324.669248458,162.956094951,4406.53634506,6453.55903024,1686.80265948,242.739110084,6805.47616136,4.72540718358,2.08185574201,2.57236108407,220.224424521,6105.94153482,4350.05185026,6296.04308879,20738.9301362,34810.4665043,8138.8335552,11579.5611267
Belarus,BLR,2016,0.0908319415117,291.850714339,144.104211371,3871.89635774,4589.28359616,1455.16774051,141.827862275,5774.20435988,4.04476021575,2.12864417629,2.63873452967,174.278276718,5635.88666934,3213.3249878,5093.99245864,19405.4530957,30961.8479537,7617.16450442,10825.2216588
Belgium,BEL,1990,0.736384718633,863.611216104,52.79283484,1600.50375015,11062.341822,851.916231224,137.496160121,4436.14926037,20.4526736441,5.49104933011,6.68830659997,213.715827767,3356.7595572,2536.673118,3221.89027571,9196.73695171,18386.3879073,7106.77836915,5489.78606294
Belgium,BEL,1995,1.00294790306,895.609502741,76.3664255764,1495.32906791,11951.3325149,813.954240679,92.4258292845,4191.4602133,24.9464015786,6.40310535686,8.59057566861,208.823876178,2999.79099678,2230.59051756,2887.90046308,8053.61293435,17218.2405217,6668.29095526,5866.54971378
Belgium,BEL,2000,1.58871584058,1072.49389042,107.297496949,1614.24425172,11803.4432117,755.274546243,77.3446105833,4118.20196247,33.8870306278,8.63022446091,13.1056952792,188.005305136,2895.93198762,2093.55958627,2710.94167265,7546.92342616,17057.3695488,6709.40411214,6486.88677904
Belgium,BEL,2005,1.21679006212,1184.32068459,136.530544191,2395.45137481,11346.5154569,644.482442251,64.5205222131,3849.14606713,41.9568273882,14.5902244281,25.4984998978,179.233413445,2663.70896588,1832.9495987,2495.35001549,6753.65434421,15763.7680264,6394.44808958,6540.09109653
Belgium,BEL,2006,0.755542035743,1205.67126571,142.879161276,2540.57355775,11146.9013579,623.224031743,61.2014604759,3772.63196924,42.8036477218,15.5881586396,27.8698330855,176.652278425,2594.71669112,1772.25007766,2439.49323469,6567.1984369,15460.249021,6346.94321123,6531.01853266
Belgium,BEL,2010,1.03773870086,1373.71604292,180.495030246,3013.49306358,11288.337587,591.604202039,51.557236513,3720.84279858,47.7678527105,18.5625278168,36.9057698065,173.848502823,2516.80390435,1617.6652636,2326.70319206,6294.01980617,15373.8150334,6526.55198271,6850.41028819
Belgium,BEL,2016,0.802983587779,1551.36581538,223.976350391,3241.23881011,11241.5330502,602.193832494,42.3657323421,3773.94994113,50.9333849262,17.6883986783,39.7694826567,172.100664363,2626.32582728,1597.88678787,2295.78421748,6569.87443704,16297.5079679,6779.28319932,7328.79781509
Belize,BLZ,1990,0.000856758448857,2.44981837628,0.647206355649,14.1102873677,18.1967838275,6.22746634962,24.1631907034,26.6619704726,2.76582358693,1.7769789334,2.2645979843,2.76932826023,16.7202584785,18.4098934027,15.7530739047,32.0013970391,98.4609418246,65.9525387216,29.3389139538
Belize,BLZ,1995,0.00087622403706,2.97072934972,1.23124949951,16.9725799929,28.570458569,7.24251647254,21.9795181078,33.606992789,2.94108826599,1.80185221506,2.52436124622,3.09953994048,20.7482948922,22.4238827708,18.8853227238,39.9778525204,121.417041115,96.9864876865,42.1505452312
Belize,BLZ,2000,0.000856857000541,3.89531516608,1.97574886617,17.8035339686,37.3269390858,7.56487814178,18.9827885264,39.1417290739,3.18563125034,1.37575440832,2.02614210258,5.45175875479,23.5714455429,25.295775859,22.2942914256,44.4412621067,137.752205894,131.336331483,59.7394754695
Belize,BLZ,2005,0.000794685372156,3.79418317683,2.21497028961,18.9014880695,35.6478776011,6.83354843147,14.7966573344,32.6671898312,2.98814572025,0.905063110289,1.44406851853,4.92220660956,20.5804693656,20.6761605354,18.9289943065,36.9101778278,120.022457213,133.239024263,65.179583187
Belize,BLZ,2006,0.000816396081007,3.82627507224,2.33610941333,20.1465854305,35.5262324971,6.83906555973,14.5043093453,31.8291835291,3.01274133824,0.897585611091,1.45996091394,4.91387876328,20.3237346277,20.3097153606,18.8863887271,36.1204118087,120.458058244,136.291329525,67.325522749
Belize,BLZ,2010,0.00104286923139,4.36381912072,2.98433891888,26.6350954118,36.4006966194,6.88351268959,15.4225360306,31.694576049,3.40044138334,0.89252915685,1.58544478713,5.5531192861,21.7386393933,21.36616367,20.3836757083,37.6014833963,134.424049059,151.830515539,75.3671461486
Belize,BLZ,2016,0.00141146760238,4.67970448839,3.56119163239,30.9346056675,41.2847963147,7.14825150858,14.0023198118,33.9859366715,3.51191947414,0.798810859853,1.52985842497,6.0394033785,23.5680454426,23.0721831457,21.6581998261,41.8228687031,147.87980332,161.336712586,83.0462281087
Benin,BEN,1990,0.318998605539,135.65561447,2.41428026327,72.5059534288,333.835737459,85.6838923846,1296.71737176,778.424808849,524.487625349,570.393505227,641.586765721,53.337259402,168.212289592,268.869358025,346.092555511,319.574493401,1436.33707127,497.173958639,264.364727193
Benin,BEN,1995,0.332767469508,161.98042967,3.40681433935,76.38429463,364.319623844,101.284020372,1453.99668942,876.704250242,590.654567407,622.238078478,693.870564516,75.0083352733,194.521671359,299.301624069,388.776041245,377.664469459,1601.63023919,597.914656032,382.854374333
Benin,BEN,2000,0.28092294534,174.787908304,5.08349107949,79.4080362914,395.68019456,96.0778106057,1544.48555879,951.351563314,604.879494365,614.207240914,678.016569533,105.857444727,216.76571659,322.785121533,429.825644936,405.10679005,1751.91294755,696.719467637,530.250284256
Benin,BEN,2005,0.23236125572,179.810482666,6.96609228757,100.022927057,444.899554156,93.3833737231,1625.45215955,912.748071797,597.231488646,594.393631989,658.278043239,126.551737303,235.879912044,350.596683078,462.051410877,413.187995671,1886.45045071,808.74087833,671.202089967
Benin,BEN,2006,0.232561103943,182.743554112,7.25731217242,103.133192068,459.90700066,93.3178656889,1650.70534675,924.497306031,598.866315193,592.233148804,657.716566439,127.944233409,240.914639449,358.971393632,469.540857847,419.04144091,1924.70152473,835.546719875,709.266932227
Benin,BEN,2010,0.24576747928,201.938509342,7.32943029434,129.511610519,549.718960576,98.9789293304,1842.389277,1016.85483257,629.881890852,601.15235134,678.77318599,85.9899876171,275.853243672,415.211182362,519.596162777,468.376140437,2172.65278161,1003.12906931,924.951857438
Benin,BEN,2016,0.260146743416,242.016811634,9.65765630338,147.739349206,674.205800826,112.108374674,2103.12958354,1646.94274379,679.076556759,627.030784223,717.131582192,96.8177776072,338.46252314,510.145104471,614.026740238,584.970451018,2681.88109984,1307.00470375,1269.54874968
Bermuda,BMU,1990,0.000506606928659,1.29345403009,0.792127232904,18.5959718394,28.8581941292,4.3346605551,4.22893749922,12.6604923337,0.465194446427,0.111022412339,0.219995238938,1.5647294317,13.9335770919,13.1890435321,4.18389973201,34.1669955793,72.5394467786,37.2013771253,29.8319009306
Bermuda,BMU,1995,0.000518630896017,1.48658917172,0.93108867094,20.3581340848,32.1661153977,4.77972724308,3.5952790961,12.7455519979,0.531791339144,0.11208991866,0.231926160735,1.43129753748,14.3963311073,13.4623133761,5.18241158998,34.8525641913,74.7737807618,44.3625496276,32.071252736
