Entity,Code,Year,Iron deficiency (deaths),Low bone mineral density (deaths),Drug use (deaths),Alcohol use (deaths),No access to handwashing facility (deaths),Unsafe water source (deaths),Poor sanitation (deaths),Smoking (deaths),Secondhand smoke (deaths),Low physical activity (deaths),Diet low in fruits (deaths),Diet low in vegetables (deaths),Unsafe sex (deaths),High body-mass index (obesity) (deaths),Household air pollution (deaths),Outdoor air pollution (deaths),High total cholesterol (deaths),High blood pressure (deaths),High blood sugar (deaths)
Dominican Republic,DOM,1995,7.00266394248,16.0661101109,123.248939897,771.536610405,34.9935600933,45.9763106462,35.3606422682,512.447696784,46.7493999451,77.3842689868,190.773166825,281.357132921,1248.73784135,538.354062672,162.595013981,239.665692263,440.804625044,543.6347449,293.692147478
Dominican Republic,DOM,2000,5.090149554,18.3057062423,128.681672558,810.312891877,32.941427809,39.720304463,27.4171502431,513.064205714,42.9713599298,73.6518181281,171.808935233,249.311805594,2826.37752877,516.326557935,113.785757026,258.635080917,415.979274344,535.176537645,297.01123561
Dominican Republic,DOM,2005,5.97711024702,19.1974106431,129.545460092,833.842077868,31.8239800173,33.9549916109,20.2940426816,408.591139613,46.4951822627,78.1304250057,143.301385371,250.675611867,3780.33180201,536.034470236,102.833961567,236.589588085,438.319454072,574.573632876,329.287753465
Dominican Republic,DOM,2006,5.86557258289,19.5226868871,129.157361905,837.983487204,31.6985091949,32.9466793352,19.0406115431,390.862758248,46.9440751529,80.3163936728,136.868946929,255.763785551,3771.88532398,553.533112863,102.114383219,241.200520609,451.84746751,590.333547936,336.50910023
Dominican Republic,DOM,2010,5.38206606165,19.7499240335,118.582067468,832.728359441,30.6821327902,29.0222229952,14.8304316575,320.516767772,44.8892585109,85.6552188758,100.724289543,260.924199679,3245.50560068,608.288299119,92.0899488951,246.420688388,482.127951505,622.497591075,344.339364898
Dominican Republic,DOM,2016,5.20757456247,20.5213105855,125.600800248,892.379164564,28.8483937149,25.64876952,11.2570196806,290.725042853,41.8265894918,88.8709742035,64.7725857092,254.68315994,2480.87828409,691.590761312,70.4505613476,260.86317977,493.233184673,642.585599825,359.622241176
East Asia,,1990,2391.5476375,3053.38351746,39861.1848827,105393.525001,1920.91882223,3314.03590504,3288.82314284,144965.771425,18028.40963,5611.741928,76951.9096469,38516.7205928,9908.7723431,50543.5708051,95349.2348792,69450.1912683,46854.8901536,90753.6433148,47371.7040559
East Asia,,1995,2112.92787398,4353.89568197,47400.5986715,139933.426746,1464.1269253,2405.89104927,2361.33279232,185642.968194,21584.4939464,7526.90013929,97385.8951975,46473.9415181,12271.9289729,72790.0005472,110230.807,87523.6163132,62994.9455202,122208.25791,60487.9621864
East Asia,,2000,1211.82284164,5412.10616882,41942.7213586,146985.603193,1054.92561166,1518.21826088,1409.40800781,201111.572511,21199.4418142,9234.20950421,103675.390179,45064.8229234,15827.154212,87104.6864028,103424.681189,95098.9964771,75566.25129,145054.986931,67748.2516139
East Asia,,2005,643.749530222,6220.77517392,34307.108661,139061.299628,702.873436436,882.955736882,771.626207062,184467.367897,18160.8819897,9241.03152451,90578.1522559,37150.0729866,20000.7282807,79855.6630898,84766.2879775,90038.0025399,78717.7545059,137299.275914,69826.8865061
East Asia,,2006,579.465368574,6427.77744663,33785.8705043,139348.427409,653.765493443,795.759771054,685.171743342,180351.039748,17799.5302921,9329.63848898,88565.3397513,35889.0920713,20899.1221584,79920.3503586,81623.4325182,89302.9229058,79936.376203,137385.563645,68760.320856
East Asia,,2010,352.919383508,7053.38879364,31585.0136925,137308.055274,478.632307059,545.024931808,437.426619321,169276.652288,16360.3004509,9868.52860636,81689.9454755,30856.611045,22711.1768159,86059.697039,69744.8458532,88099.8813089,84101.169843,140061.153025,64555.9743089
East Asia,,2016,231.228576246,6264.74916714,29943.6653595,122140.534754,316.912804496,362.306056744,264.542692285,136695.858414,14004.767712,9310.26251346,66519.7417985,22667.6342429,25569.5840384,88985.9352842,46857.8003731,77298.7372608,78277.4728892,127821.388603,56680.8295445
Eastern Europe,,1990,93.7507937235,665.31993067,16836.7270953,78147.8010909,152.590253042,104.811765989,90.6353732385,42300.5926658,1531.33662461,2102.06823864,13947.88269,7104.05098196,3925.6151268,19064.3540059,1240.37632946,12530.0677055,26742.4519914,31104.1486804,9795.11087323
Eastern Europe,,1995,106.859608507,1320.59313688,27835.2432026,152429.966651,345.807028438,168.450879321,145.390714025,87423.6826174,3193.21983226,4661.49634841,30083.4899178,12091.6645251,7531.78762286,42764.3550946,2010.55884674,24020.8025374,59577.8511604,65598.3648866,21800.9089493
Eastern Europe,,2000,62.9826722877,1302.74535011,33586.0403881,158556.563292,410.686689158,134.931367836,122.034651832,82517.0896626,3089.99209069,4379.82989932,28348.5530394,12492.7694603,9738.703507,43462.4987956,1820.12770634,22041.4414116,54557.5522149,61440.7150434,19630.8410456
Eastern Europe,,2005,42.6044881746,1307.38366441,40182.5613926,181845.697019,443.408731967,84.3654087254,75.3859670478,89109.7936497,3221.97231094,4793.68412488,30136.1805181,14255.4096633,12490.0345181,48364.648035,2472.6268307,23591.5372215,59731.7816282,67527.5541838,20708.8216095
Eastern Europe,,2006,38.4517833302,1172.52114354,39077.2092441,166540.784446,392.974049785,69.3539763448,61.408613577,79007.1371799,2855.69979772,4216.50089526,26452.6504946,12686.3789298,12682.8128447,43336.9248961,2047.40635155,21093.3161174,52565.8802545,60214.2968163,18342.1793916
Eastern Europe,,2010,30.7402425275,802.308592749,35792.4572915,128219.469607,281.304596838,47.1369988801,40.7255258154,56855.075624,2023.70918586,2979.24432155,18268.2681875,9636.06888494,13983.4102404,32994.0473831,977.926004279,15650.7798786,36677.646341,43289.9200121,13412.7860731
Eastern Europe,,2016,28.2030199962,626.465638646,33547.3444066,108372.130585,220.767245825,38.3306934244,32.1431958065,42979.4929375,1536.80211135,2290.99698243,13980.874085,7679.14410962,13677.4957394,26556.0507649,498.610173968,11896.8367906,27939.6820522,33927.8464893,10721.8330558
Eastern Sub-Saharan Africa,,1990,2660.28827666,342.42209055,2220.77467024,31928.2269406,19015.2713968,27178.0514629,24472.3505552,12076.1676935,1570.57723064,752.568313883,9029.16936182,6896.65901231,94795.8228909,5235.4941915,22149.1828099,10642.325769,5568.20913659,16608.8469343,8953.8422115
Eastern Sub-Saharan Africa,,1995,2907.11976829,384.651033996,6172.31067573,36844.4716266,21559.3519349,30788.6990533,27788.2103257,13203.3717053,1730.71299332,868.898068784,10151.580462,7818.00785672,251317.24469,6111.52125029,24511.5454856,11845.7766619,6811.04086308,19264.0586594,9841.96754015
Eastern Sub-Saharan Africa,,2000,3031.29430559,407.033004849,10055.6550328,42663.4899498,22641.4952139,32323.1540224,29222.7515461,13913.3027907,1800.52488638,922.350060512,10283.9062885,8006.47775811,382678.315308,7249.66346795,24885.8181433,12088.5096281,7404.99361163,20671.6768426,10543.8223138
Eastern Sub-Saharan Africa,,2005,2827.58283033,413.631841565,11094.598978,43812.5937651,23200.7934079,33017.6472831,29786.8042423,14342.0220354,1657.60360127,954.069855182,10095.8744288,7890.62889366,408624.928628,9020.31413978,24576.1462413,11526.2265953,7454.97275392,21018.8196527,10872.3835284
Eastern Sub-Saharan Africa,,2006,2820.89860538,425.967138953,10821.6467178,43905.607389,23524.4364983,33409.985051,30126.5801597,14609.2438168,1642.09019209,967.492613774,10154.5378098,7942.41089323,397800.253275,9481.43438127,24793.2738963,11683.5145999,7537.34622766,21333.5168233,11026.1713883
Eastern Sub-Saharan Africa,,2010,2690.86267203,461.558206843,8754.63132068,44888.2949191,24512.8645985,34472.3502832,30978.7647486,16223.6168946,1666.48551045,1033.69263954,10587.934216,8239.86680813,323661.256877,10803.3292153,26006.5677266,12397.3582437,7941.18615775,22936.0437871,11785.0182727
Eastern Sub-Saharan Africa,,2016,2573.94872302,567.057112895,6524.56019517,48616.527332,25847.1536732,36251.1749861,32287.1709553,17762.6730164,1790.86364193,1207.97543327,11981.4809463,9250.87959313,203053.587223,14180.351585,28587.3968901,15682.6113295,9138.31961804,26881.8024022,14001.4742107
Ecuador,ECU,1990,26.3355619648,25.8973245229,90.2356144496,1662.636268,71.816271431,94.3951006635,78.3303409417,360.767800983,69.8648229815,67.6553615473,131.610200559,339.904485115,215.701665516,1000.8924634,290.065092356,291.430360935,463.790152544,432.350465152,348.751446215
Ecuador,ECU,1995,18.0448115169,28.0123596746,117.649617944,1888.06749642,59.6212019998,69.2887300849,59.7740887724,416.462103416,78.3930266821,78.8328222615,153.152532048,392.342040752,266.195591711,1243.61210471,246.11889433,336.169040769,534.303552996,486.50002653,483.887101121
Ecuador,ECU,2000,16.980421042,32.5508085075,148.612169324,2168.74729768,45.7490373454,42.3764395003,28.2406538062,444.381177309,79.4675098349,88.4779442466,178.697781292,416.032969646,420.349337498,1357.30594304,184.333468762,358.628307185,596.221107977,543.903382271,582.950244159
Ecuador,ECU,2005,10.358188117,36.1293873372,168.218609903,2199.61944931,35.4072605635,26.1076386599,17.5992799943,402.810887308,77.3078048161,85.1588720422,216.264468965,394.509562675,680.92769067,1338.60152951,121.005982355,362.06546548,570.295318245,612.508747425,604.183230917
Ecuador,ECU,2006,10.313277347,36.9717376829,171.947418047,2175.7707188,34.0034431369,24.2535269172,16.8268234046,372.580718089,73.9419871104,83.1488549129,214.827844823,383.964974298,729.342703347,1316.16793759,113.094520451,343.653421074,556.698392401,625.017391979,598.99641085
Ecuador,ECU,2010,11.4206054924,41.8313515327,192.256487743,2065.68270563,29.4702339094,16.946637469,13.0192217324,297.169809171,63.9332757582,77.9441171885,204.74632927,350.858509839,738.493326048,1294.54206053,80.5625459721,284.555846053,507.690816023,691.76899272,607.27250206
Ecuador,ECU,2016,10.8162754307,51.0389100275,207.381597963,1947.6980292,25.5277803455,12.9568740431,10.9403807239,243.419575075,63.5444424441,78.4118820974,181.013126788,335.229283905,905.345319398,1330.98731398,50.253159077,262.570011072,496.536949507,745.65943553,624.612604993
Egypt,EGY,1990,320.520279671,206.339931138,1579.5464432,910.744167099,138.181079061,203.634586592,167.285659782,4649.57711114,1304.40668391,914.054553959,3076.41313965,961.839223623,139.695602665,7455.2987106,625.033990041,4748.82427903,5543.96987857,6322.81953234,2796.02803802
Egypt,EGY,1995,201.720943994,249.877731729,1906.07790363,981.641136895,113.567848611,156.480603069,124.148601776,5405.93429263,1267.08611512,1026.72454183,3082.01551338,881.703209503,153.216702419,8347.10471429,386.316066728,5062.94778758,6152.30247739,6778.98271961,3237.40811427
Egypt,EGY,2000,135.442224766,274.917777578,2152.99634432,997.708054327,107.411946611,130.431667823,107.391092266,5607.84259903,1216.89588502,1065.43046208,2747.945366,375.108301206,158.259037345,9062.40626449,221.910635651,5140.99103296,6241.09600507,6939.14028742,3530.02444375
Egypt,EGY,2005,114.8403826,308.239072137,2661.63033753,1109.06678507,94.7936723762,120.168091895,101.909514147,6120.87180059,1281.78328422,1200.02649435,2788.50912869,242.802012738,175.193328514,10474.2060495,107.510815314,5794.22456218,6962.23130996,8228.12331968,4238.0189563
Egypt,EGY,2006,112.255308729,325.592631661,2700.16289881,1140.71776133,93.3667754387,119.482790498,101.458156066,6299.86385714,1293.53964439,1231.30083778,2836.55928366,253.320177526,176.177602012,10822.4338044,97.8745350858,5978.74330201,7173.06798206,8553.61724631,4458.77846091
Egypt,EGY,2010,112.823769137,319.561177226,3054.30583703,1235.85802016,93.9394125031,119.128535403,100.940575343,6948.29187945,1427.47962972,1368.39044286,3018.71273585,285.794112346,191.70474063,12329.2724537,68.8968056705,6772.33961809,8081.32739073,9814.42669835,5480.08076811
Egypt,EGY,2016,90.6011410592,319.122969619,3428.74059523,1224.7023648,92.1941306172,115.841021483,99.4964560004,7432.473119,1292.9663073,1386.60773451,2855.73501543,335.602736562,194.198676441,12868.9523556,34.5823523647,7445.83086852,8339.85712172,9902.94273177,6187.44253319
El Salvador,SLV,1990,6.73663655831,15.5006344366,150.269133396,1221.90273975,42.8624935555,60.8760192666,52.5966856346,240.082592218,42.2158259857,38.6478594677,260.647744195,230.477032628,153.542948966,481.02478825,315.543488232,267.325045558,344.498445078,413.289590114,239.237771587
El Salvador,SLV,1995,3.8719604291,18.5344506951,171.842274144,1320.99210145,37.0197994439,48.0970517062,41.3402644793,237.998631942,42.1617423253,38.9784710045,241.092527485,215.908465936,271.780657008,536.015190277,282.080513462,270.75382596,342.259249188,417.868718225,290.336018485
El Salvador,SLV,2000,3.10982742123,19.6261471345,189.452071643,1314.34773852,28.8730625043,33.4912002301,29.3328345988,203.887706889,38.6248747102,34.0582722556,179.950217042,159.261863848,438.920173558,522.384905197,203.390097072,239.746984921,287.195910981,368.938921897,331.118980982
El Salvador,SLV,2005,2.48866277603,19.7296244673,188.20991591,1417.34536867,24.4507273619,25.247524375,22.115501149,199.374885104,40.5835569323,36.0064539601,173.983898363,146.521299882,489.038994642,600.915405478,158.205749134,233.139198279,291.683536456,394.556687671,413.351303003
El Salvador,SLV,2006,2.46256943992,19.134875363,187.764355138,1440.60457352,23.734005997,24.0880119548,21.067866912,198.810836009,41.5346651251,36.7258056903,175.899067957,147.555355398,440.001139478,620.828603161,150.285360956,231.858649324,297.521104355,405.193287935,432.882326907
El Salvador,SLV,2010,2.15496873333,18.4712160567,186.894757706,1441.72619761,20.5059292527,20.4315361429,18.0844995262,201.148373956,42.6554782157,38.0577161374,176.518640807,145.533372929,290.196157713,672.746827553,116.432568679,215.570281947,304.245392606,438.265773811,494.924407538
El Salvador,SLV,2016,1.65721452512,17.9851525315,191.535932881,1435.97435539,17.0002338349,16.6809441088,15.0990164045,190.321130772,39.749035611,36.7488019209,166.913494104,138.073533769,257.423191132,677.360987501,78.0102386251,211.474771441,291.281270642,435.867179883,503.307854119
England,,1990,1.84225249319,42.8296251181,1074.12829938,2503.42667837,4.70427664907,0.574918353746,0.108478963077,4319.52224988,229.67492592,437.756567471,1251.27914098,936.619149554,681.832603778,2394.34559866,161.418392452,1158.73945625,3121.47176671,3655.18467337,755.965280858
England,,1995,2.0125951678,40.5682888622,1533.78549281,2763.91877047,5.50521801314,0.640260470692,0.109755068995,3958.05314617,224.204381572,390.614689672,1186.27471249,847.827083082,829.345221547,2338.12070087,76.1101329016,1035.55647725,2720.01187166,3348.11153315,701.289160054
England,,2000,1.98226838986,38.7343584948,1904.43832297,2945.75145403,5.12530715422,0.931060732649,0.139269937931,3328.45065647,180.061308226,323.233631031,1045.20547542,712.352321624,436.888808448,2173.98377774,40.4822780082,845.895384807,2186.20757012,2730.36180264,612.240753664
England,,2005,2.08436526474,40.439540675,2072.60135977,3072.26555414,4.67635880401,1.56080408785,0.223144767488,3040.00441305,155.759228761,290.45918442,924.407189087,619.839480675,429.192324716,2063.99146614,25.7954850297,729.332051937,1902.65375663,2292.7760434,573.487302792
England,,2006,2.12067441253,40.1810461935,2120.07110011,3106.22397425,4.67964044105,1.71874526722,0.244441172189,2983.30396395,152.795072349,283.98504602,900.647207424,604.067234017,425.312015415,2041.46161733,23.7680258279,712.110387777,1852.69306643,2220.93681087,567.370521674
England,,2010,2.04733249972,37.358985619,2203.90163407,3072.65086741,4.4181240969,1.65092220265,0.229557739156,2690.98766317,137.115682588,258.80215232,798.350260762,534.589823416,410.922620493,1891.8132666,17.051900675,636.268904849,1644.04668544,1955.05654088,520.876356298
England,,2016,1.90025020641,34.1849099205,2342.61947769,2987.1519333,4.04223948051,1.34998964888,0.178386896767,2342.78751293,123.845328707,232.034693635,699.26740435,467.438099049,342.545495915,1726.89599968,11.6159458177,557.773255763,1451.1320432,1753.99062427,474.914520328
Equatorial Guinea,GNQ,1990,6.39768540056,0.904408629413,5.08315617728,162.56175181,21.2313758134,25.3195924391,22.0638387238,20.8603547943,4.96753483193,3.01471201562,27.3626703255,19.8380976622,47.485597928,37.3835049745,55.0095779245,31.8712940679,18.6487635884,53.402026975,38.6320193767
Equatorial Guinea,GNQ,1995,7.25449310055,1.26348266141,8.11055073714,193.182249099,23.6261245418,27.4394748441,23.9306427029,26.6190509955,5.50537346124,4.02870307103,34.6175402027,25.1119329953,178.781094685,50.1057219964,66.6807686278,39.51619739,25.3196741464,68.6724393895,49.4089927676
Equatorial Guinea,GNQ,2000,5.06821895352,1.86557307968,13.5795039468,160.741818976,19.569386777,20.3942988691,17.190702825,26.3452400027,5.13278696609,4.16542214122,26.425393901,20.6040691095,508.150864617,59.7111887456,58.3987577098,39.2590983626,26.716293281,64.8949788048,42.384473436
Equatorial Guinea,GNQ,2005,3.31332368096,3.25242342206,20.2693846766,140.645797751,16.0561964181,16.2219305503,12.3156475977,20.816051674,4.04896213684,3.47849948995,12.6705771705,12.3774009103,948.431581089,55.3559843179,42.4270399241,28.0267075228,20.6166938374,47.6040143791,34.825201853
Equatorial Guinea,GNQ,2006,3.37351895511,2.02798862537,21.4599948956,133.032358436,15.8265800846,15.5413865442,11.5179895873,21.3822381253,4.08187563018,3.51767876472,11.6684085351,11.9386938203,1010.9801577,56.9239200903,42.3471077899,28.4991203986,20.6186939403,47.4770311238,35.4751238344
Equatorial Guinea,GNQ,2010,3.0101900069,2.00396136897,23.1163111017,126.279973029,14.4091895648,13.8894271894,9.41804246036,19.5408347326,3.79324631831,3.23652312249,8.05675187042,9.23658049072,1116.07720445,53.820027563,36.2331287329,26.2965188477,18.0056613181,41.3135286375,33.4929990583
Equatorial Guinea,GNQ,2016,2.29489690409,1.68459804932,19.9379789446,111.002159435,12.6252835939,12.1483849866,7.58740858593,16.7825175442,3.6473514809,2.72654566211,6.37937605369,7.35632770855,911.415654037,46.1306380647,27.6161886237,28.3155821107,14.753293498,34.4648865345,28.2169404303
Eritrea,ERI,1990,66.4881244459,7.40200383017,12.9219865174,303.038045206,429.419643168,631.413307325,558.868148051,310.346864698,38.6572839638,17.5570248964,255.689445628,172.471424035,329.042736735,107.295433624,509.120862403,291.003976136,143.472126078,381.657630624,182.541235283
Eritrea,ERI,1995,54.8636294122,6.34013086456,16.9268158004,309.669548354,353.209051932,523.546922864,462.085550732,205.335114665,27.6978885449,12.9183926525,171.399043774,116.057898828,564.681573584,87.4821516125,358.002749539,211.344165967,109.03857487,266.230448397,133.640211112
Eritrea,ERI,2000,50.4429503799,6.00228145024,26.0207514111,363.886960857,306.252263198,446.117118724,394.025407749,180.154807337,28.0155743838,11.5944645261,135.559490814,94.2795311252,950.057377185,104.484313729,282.307995117,185.655507513,98.6204565728,218.640938092,131.15575865
Eritrea,ERI,2005,56.9807998417,6.72297264759,36.3218605989,391.925488478,331.276124788,475.650618405,421.053307292,204.647541179,31.1136937599,13.7644062891,152.777187363,108.385628157,1255.30754748,133.861100656,291.545256733,202.653718948,113.159807784,248.403769076,164.996220757
Eritrea,ERI,2006,55.8716847009,6.77596355558,36.7438742065,389.924704069,335.044287686,480.433047578,425.027199134,208.310762432,31.887927978,14.0328395214,156.30721158,111.029058096,1225.18628725,134.166158627,291.447116995,208.279339717,115.363180816,254.282094534,170.907070045
Eritrea,ERI,2010,44.6778041824,7.06395351734,36.400088942,397.876379026,352.394138924,503.034945059,442.198865006,221.373808299,36.838537643,15.5886748468,174.563783172,124.342918493,985.3756186,133.470121763,291.90165484,234.292199043,126.237441016,284.281057459,194.577249716
Eritrea,ERI,2016,44.2069354509,8.39823558386,41.7951328286,510.504507789,362.434454414,512.585098703,440.046007439,221.918648562,38.9437217567,18.8315214549,209.915988807,148.537732565,838.855545448,172.328235951,287.755127425,290.075943943,151.366400747,351.752830582,242.302798455
Estonia,EST,1990,0.628666069352,5.45669941534,128.282499345,369.466083512,0.785837720989,0.346868244129,0.211085519357,290.512900933,11.0300885487,16.3286679643,102.473405293,83.6020050012,17.4418653383,155.49999043,39.8568906106,66.5941994745,211.402921945,273.961628229,48.2657736878
Estonia,EST,1995,0.401997993923,7.9216408591,85.4160134871,584.422832544,1.39581359797,0.35382973182,0.201044741546,406.802875589,15.0893653753,21.6869115701,135.766864253,113.798584864,21.6705515917,215.403488345,53.2741862847,77.9080247663,283.147623249,364.140110064,72.9542720628
Estonia,EST,2000,0.269035575338,5.79357008747,84.1362457179,538.549032951,1.1737988091,0.219874053864,0.124149902906,290.984189038,10.8929594832,14.1273928183,89.587968026,69.9082975641,19.5767481559,156.851867706,34.6685457392,46.9599010212,173.9372395,244.770013981,57.8573790046
Estonia,EST,2005,0.171946555097,4.15778181688,106.310068416,487.368628117,0.710324907304,0.108089836407,0.0659415189198,206.188826677,7.49412200565,9.83051851791,62.1288893098,44.0069316012,34.0365330728,122.270324351,22.6242087024,31.3849793025,116.300659461,175.396525998,48.9806634729
Estonia,EST,2006,0.173029944545,3.84014706577,112.486924401,467.256246192,0.641185339589,0.0977468162222,0.0606091913313,189.805496632,7.0158458495,8.98910543799,56.6587290275,39.4653046791,40.9033727097,115.737401708,20.04649418,28.7921287361,105.982850411,163.495146354,45.9322378292
Estonia,EST,2010,0.132287926249,2.29296624536,119.307389125,332.678792947,0.376600720793,0.0944084148062,0.0612599251461,112.997324063,4.7489994225,5.47065268745,32.0237396911,20.6245845291,33.1387174215,77.5932565877,10.6552498921,17.2659165142,62.3688733735,100.539719236,30.16418679
Estonia,EST,2016,0.0876523467652,1.97410017495,112.17922645,282.385381581,0.300748171386,0.0743405033146,0.0497090770518,84.6129846084,4.20138071761,4.44313353204,24.2886666234,14.3835289627,27.4118040699,64.9087372804,6.74659009197,9.27097493558,49.0998814497,82.6304761431,24.0748508782
